node1,node2,dist
Matveyevskoye,Tver,0.004329751816731228
Maykop,Giaginskaya,0.002356789067182915
Mayma,Biysk,0.009317464024387108
Mednogorsk,Novotroitsk,0.008137377166645423
Medvedevo,Smolensk,0.011537546090781224
Medvedovskaya,Timashëvsk,0.001744779926231837
Medvezh’yegorsk,Krasnokamensk,0.02113583082565882
Megion,Langepas,0.00830190251643935
Melenki,Murom,0.0050306386408565116
Meleuz,Kumertau,0.002640638688869714
Mendeleyevsk,Yelabuga,0.003036529832638356
Menzelinsk,Naberezhnyye Chelny,0.006835770201465854
Metallostroy,Kolpino,0.0007950611214945566
Mezhdurechensk,Myski,0.0027503189074486512
Miass,Karabash,0.005308649324946037
Michurinsk,Gryazi,0.007242429075835253
Mikhalkovo,Chernyakhovsk,0.006360170791880788
Mikhaylovka,Novoanninskiy,0.007974829923810533
Mikhaylovsk,Stavropol’,0.0010468042289366202
Millerovo,Boguchar,0.01030107821053024
Mineralnye Vody,Inozemtsevo,0.0011268126605815446
Minusinsk,Abakan,0.0025320345665410865
Mirny,Lensk,0.02609564619940477
Monchegorsk,Apatity,0.0063639127718674035
Monino,Staraya Kupavna,0.00039292404778779847
Morozovsk,Tsimlyansk,0.007401784375547701
Morshansk,Rasskazovo,0.008782183487273299
Moscow,Mar’ina Roshcha,0.0004915497270112329
Moskovskiy,Moscow,0.0007407447418837096
Mostovskoy,Labinsk,0.002062398389416532
Mozdok,Staryy Malgobek,0.0020447227748925283
Mozhaysk,Tuchkovo,0.0039988903076576855
Mozhga,Mendeleyevsk,0.00668845210120299
Mtsensk,Izmaylovo,0.004225469940645699
Muravlenko,Noyabrsk,0.011123004581942628
Murmansk,Olenegorsk,0.012579304379426188
Murom,Navashino,0.001409061951772948
Myski,Osinniki,0.005013511551053511
Mytishchi,Altuf’yevskiy,0.0015519983923088974
Naberezhnyye Chelny,Mendeleyevsk,0.002051300581366625
Nadym,Muravlenko,0.02902013353387298
Nagornyy,Novokuybyshevsk,0.002815560705081032
Nakhabino,Ivanovskoye,0.0011783592507720628
Nakhodka,Artëm,0.009968845934098587
Nal’chik,Chegem,0.0005957505484988433
Nar'yan-Mar,Yegor’yevsk,0.032430658988362414
Naro-Fominsk,Biryulëvo,0.0013334410703177767
Nartkala,Nal’chik,0.003309866715501518
Navashino,Kulebaki,0.003477359985064963
Nazarovo,Bogotol,0.008940905685654577
Nazran’,Kantyshevo,0.0014777057075151775
Neftegorsk,Otradnyy,0.006773678031918543
Neftekamsk,Sarapul,0.006245380939067177
